SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
HPL,EQ,71.8,74.85,71.8,74.85,74.85,71.3,173256,12882389.45,12-AUG-2021,1422,INE495S01016,
HSCL,EQ,48,50.45,47.85,49.85,50.1,47.7,5352444,262604684.9,12-AUG-2021,18217,INE019C01026,
HSIL,EQ,225,239,222.95,237.2,239,222.5,253620,59130599.05,12-AUG-2021,6488,INE415A01038,
HTMEDIA,EQ,26.2,27.8,26.2,27.55,27.45,26.3,399828,10921934.1,12-AUG-2021,2363,INE501G01024,
HUBTOWN,BE,40.1,40.1,37.8,38.95,38.5,39.6,41773,1621625.65,12-AUG-2021,152,INE703H01016,
HUDCO,EQ,43.8,44.45,43.6,44.15,44.1,43.45,1431570,63140627,12-AUG-2021,6278,INE031A01017,
HUDCO,N3,1055,1056.99,1055,1056.99,1056.99,1054.99,375,395982.65,12-AUG-2021,21,INE031A07832,
HUDCO,N5,1188.1,1196,1188.1,1196,1196,1195.64,200,238410,12-AUG-2021,2,INE031A07865,
HUDCO,N8,1240,1240,1240,1240,1240,1236.1,195,241800,12-AUG-2021,2,INE031A07AO5,
HUDCO,N9,1262.5,1269.99,1262,1269.99,1269.99,1260,530,668933.42,12-AUG-2021,7,INE031A07AT4,
HUDCO,ND,1305,1307.5,1305,1307.5,1307.5,1301.33,138,180152.5,12-AUG-2021,4,INE031A07949,
HUDCO,NE,1450,1450,1416,1416,1416,1445,410,584586.7,12-AUG-2021,11,INE031A07AB2,
HUHTAMAKI,EQ,278.6,284,276.5,281.15,282,275.25,139129,38973078.3,12-AUG-2021,4856,INE275B01026,
IBMFNIFTY,EQ,157.66,162.5,157.66,161.37,161.99,162.53,722,116314.5,12-AUG-2021,56,INF666M01FS5,
IBREALEST,EQ,150.25,155.5,148.65,152.95,152.6,147.4,12146492,1856136525.45,12-AUG-2021,73366,INE069I01010,
IBUCCREDIT,N9,1010.2,1014,1010.2,1014,1014,1010.2,171,172763.2,12-AUG-2021,2,INE244L07143,
IBUCCREDIT,NB,919.9,921,919.9,920.45,921,920,100,92045,12-AUG-2021,3,INE244L07168,
IBULHSGFIN,EQ,248.55,254.3,246,248.35,248.35,246.95,10777678,2692720171.4,12-AUG-2021,82966,INE148I01020,
IBULHSGFIN,N8,965,978,965,970,970,955.5,202,196950,12-AUG-2021,8,INE148I07GJ7,
IBULHSGFIN,NA,1007.5,1007.5,983,983,983,996.25,82,80655,12-AUG-2021,2,INE148I07GL3,
ICDSLTD,BE,58.1,58.1,58.1,58.1,58.1,55.35,5270,306187,12-AUG-2021,66,INE613B01010,
ICEMAKE,EQ,76,79.15,74.5,76.75,76,75.95,25503,1977203.7,12-AUG-2021,501,INE520Y01019,
ICICI500,EQ,231.2,231.2,227,230.56,230.6,228.18,1915,440798.01,12-AUG-2021,153,INF109KC1CZ3,
ICICIALPLV,EQ,164.1,165.58,163.1,164.59,164.6,163.37,3077,506728.35,12-AUG-2021,183,INF109KC1N59,
ICICIB22,EQ,40.45,40.75,39.87,40.66,40.75,40.19,305244,12360486.22,12-AUG-2021,3019,INF109KB15Y7,
ICICIBANK,EQ,693.5,702.95,693.3,701.35,702.4,693.55,8840339,6181748922.6,12-AUG-2021,136456,INE090A01021,
ICICIBANKN,EQ,354.1,358.47,354.1,358.41,358.42,356.8,7474,2670347.82,12-AUG-2021,166,INF109KC1E27,
ICICIBANKP,EQ,183.9,185,183.15,184.06,184.1,184,2875,527905.79,12-AUG-2021,79,INF109KC1E35,
ICICIFMCG,EQ,370.89,374,361.53,366.84,366.36,363.62,10552,3865840.57,12-AUG-2021,139,INF109KC1R48,
ICICIGI,EQ,1446,1459.5,1426.5,1450.05,1450,1441.65,923594,1329973724.2,12-AUG-2021,27842,INE765G01017,
ICICIGOLD,EQ,41.28,41.69,41.28,41.58,41.56,41.26,457489,19021788.38,12-AUG-2021,1415,INF109KC1NT3,
ICICILIQ,EQ,999.95,1000,999.95,999.99,1000,999.99,163953,163952985.91,12-AUG-2021,124,INF109KC1KT9,
ICICILOVOL,EQ,129.49,134.47,128.27,133.02,133.2,132.49,45387,6042350.74,12-AUG-2021,942,INF109KB10T8,
ICICIM150,EQ,104.9,105.47,103.11,105.4,105.39,103.85,8132,855382.1,12-AUG-2021,277,INF109KC1G82,
ICICIMCAP,EQ,96.35,96.49,95.7,96.42,96.49,95.35,2393,230252.7,12-AUG-2021,181,INF109KB1XT3,
ICICINF100,EQ,175,179.79,175,179.2,179.5,177.86,2581,462533.92,12-AUG-2021,260,INF109KA1962,
ICICINIFTY,EQ,184.9,184.9,173.7,175.06,175.2,174.4,221224,38751918.83,12-AUG-2021,4235,INF109K012R6,
ICICINV20,EQ,89.29,89.6,88.2,89.54,89.55,88.62,11658,1040886.41,12-AUG-2021,1074,INF109KB1WY5,
ICICINXT50,EQ,40.59,40.64,39.97,39.99,40.1,40.01,47984,1923881.78,12-AUG-2021,645,INF109KC1NS5,
ICICIPHARM,EQ,89.5,90,88.07,89.11,89.15,89.26,5020,447343.49,12-AUG-2021,165,INF109KC1Q72,
ICICIPRULI,EQ,652,672.3,645,669.6,669,656.4,815791,541950681.9,12-AUG-2021,27278,INE726G01019,
ICICISENSX,EQ,592.99,596,590.95,595.46,595.5,590.1,612,363228.69,12-AUG-2021,105,INF346A01034,
ICICITECH,EQ,324,328.12,315.95,326.74,326,321.28,13861,4494775.82,12-AUG-2021,369,INF109KC1N67,
ICIL,EQ,247.55,264.9,247.55,263.9,264.45,252.15,302566,78456216.85,12-AUG-2021,6485,INE483B01026,
ICRA,EQ,3502.9,3698.65,3500,3660.95,3670,3496.25,8279,29890305.7,12-AUG-2021,1968,INE725G01011,
IDBI,EQ,37.3,38.4,37.3,38.15,38.15,37.35,7388828,280724529.5,12-AUG-2021,22652,INE008A01015,
IDBIGOLD,EQ,4266.35,4330.35,4266,4311.7,4330.35,4262.15,66,282757.8,12-AUG-2021,23,INF397L01554,
IDEA,EQ,6.7,6.75,6.45,6.5,6.55,6.65,121102582,793004294.2,12-AUG-2021,113287,INE669E01016,
IDFC,EQ,51.2,51.75,50.4,51,50.8,51.85,5164744,263187366.3,12-AUG-2021,19508,INE043D01016,
IDFCFIRSTB,EQ,46.65,46.8,45.65,45.9,45.9,46.9,31912922,1467400632.5,12-AUG-2021,63392,INE092T01019,
IDFCFIRSTB,N9,5300,5300,5240,5240,5240,5265,14,73797.1,12-AUG-2021,4,INE092T08CK9,
IDFCFIRSTB,NB,5155,5189,5150.01,5189,5189,5165.01,46,237598.2,12-AUG-2021,8,INE092T08CM5,
IDFCFIRSTB,NC,10926,10931,10926,10931,10931,10926,16,174834,12-AUG-2021,7,INE092T08CN3,
IDFNIFTYET,EQ,170.87,171.6,170.87,171.59,171.6,170.62,30,5138.72,12-AUG-2021,7,INF194KA1U07,
IEX,EQ,400.4,411.7,400,405.55,406.8,398.45,3255335,1321611471,12-AUG-2021,64414,INE022Q01020,
IFBAGRO,EQ,612.35,632.7,608,613.6,613.1,605.65,29056,17951801.6,12-AUG-2021,2564,INE076C01018,
IFBIND,EQ,954,960.35,917,921.05,924,945.55,42651,39643701.35,12-AUG-2021,3653,INE559A01017,
IFCI,EQ,12.4,13.1,12.4,12.8,12.8,12.4,3960247,50604422.15,12-AUG-2021,9096,INE039A01010,
IFCI,NG,1885,1885,1885,1885,1885,1880,20,37700,12-AUG-2021,1,INE039A07793,
IFCI,NH,1091,1091,1090,1090,1090,1090,146,159195,12-AUG-2021,7,INE039A07801,
IFCI,NL,1060,1060,1051,1054.72,1056,1062,1612,1701096.2,12-AUG-2021,39,INE039A07843,
IFGLEXPOR,EQ,405,411.9,392.3,408.25,410.15,401.1,24740,9983415.8,12-AUG-2021,1705,INE133Y01011,
IGARASHI,EQ,489.4,500,485,489.65,488,483.45,119733,59202759.6,12-AUG-2021,6939,INE188B01013,
IGL,EQ,524.6,537.75,511.25,536.65,536.35,521.9,3258057,1728081228.2,12-AUG-2021,42681,INE203G01027,
IGPL,EQ,619,635,618.65,630.65,628.8,616.9,86150,54098771.5,12-AUG-2021,4455,INE204A01010,
IIFCL,N4,1420,1420,1411,1419.82,1419,1409.96,582,826311,12-AUG-2021,9,INE787H07370,
IIFL,BE,300,305,294,295.6,296,298.4,96434,29012135.2,12-AUG-2021,1315,INE530B01024,
IIFL,N2,1059,1059,1059,1059,1059,1049,100,105900,12-AUG-2021,3,INE866I07BZ1,
IIFL,N4,1020,1020,1018,1018,1018,1018.46,250,254662,12-AUG-2021,3,INE866I07CD6,
IIFL,N5,1060.7,1060.7,1060.7,1060.7,1060.7,1065.55,210,222747,12-AUG-2021,2,INE866I07CF1,
IIFL,N6,1020,1030,1017,1017,1017,1020,47,48141,12-AUG-2021,4,INE866I08279,
IIFL,N7,1015.11,1045,968,1045,1045,1053,895,918480.25,12-AUG-2021,13,INE866I08295,
IIFL,NA,1204.3,1204.3,1204.3,1204.3,1204.3,1204,190,228817,12-AUG-2021,7,INE866I07CL9,
IIFL,NC,1015.01,1015.01,1015,1015,1015,1034,57,57855.05,12-AUG-2021,3,INE866I08303,
IIFL,NE,986.2,999,986.2,997.19,994,998.97,635,633368.09,12-AUG-2021,19,INE530B08094,
IIFL,NF,990.05,993,989.5,992.74,993,990.5,1673,1656776.21,12-AUG-2021,21,INE530B08102,
IIFL,NG,985,985,985,985,985,985,60,59100,12-AUG-2021,2,INE530B08110,
IIFLSEC,EQ,96.8,102.4,96.8,101.6,102.1,96.8,754574,75515826.8,12-AUG-2021,6558,INE489L01022,
IIFLWAM,EQ,1547.75,1576.25,1515,1529.95,1528.5,1562.7,48492,74796683,12-AUG-2021,4464,INE466L01020,
IIHFL,N4,996,996,992.01,992.1,992.1,996,1340,1330148.1,12-AUG-2021,39,INE477L08147,
IIHFL,N5,990,990,986.1,988,988,986.97,5609,5539910.28,12-AUG-2021,89,INE477L08154,
IIHFL,N6,957,1025,957,1025,1025,957,99,97939,12-AUG-2021,4,INE477L08162,
IITL,EQ,64.25,66.7,62.4,65.8,66.7,63.55,3467,225190.2,12-AUG-2021,137,INE886A01014,
IL&FSENGG,BZ,4.65,4.85,4.6,4.85,4.85,4.65,15644,75464.95,12-AUG-2021,37,INE369I01014,
IL&FSTRANS,BZ,3.5,3.8,3.5,3.7,3.8,3.65,264353,983423.75,12-AUG-2021,296,INE975G01012,
IMAGICAA,EQ,8.35,8.7,8.35,8.6,8.65,8.35,60973,519905.45,12-AUG-2021,211,INE172N01012,
IMFA,BE,820,830,780,820.75,818,813,28074,22759151.35,12-AUG-2021,954,INE919H01018,
IMPAL,EQ,834,834,776.65,789.6,786,781.95,4628,3702644.85,12-AUG-2021,693,INE547E01014,
INCREDIBLE,BE,32.3,32.4,30.1,30.95,31.7,31.35,6407,198737.1,12-AUG-2021,69,INE452L01012,
INDBANK,EQ,25.95,27.5,25.95,26.85,26.95,25.5,218350,5846545.2,12-AUG-2021,1331,INE841B01017,
INDHOTEL,EQ,142.1,145.45,141.7,143.15,143.7,141.1,3405381,490592786.25,12-AUG-2021,22692,INE053A01029,
INDIACEM,EQ,178.6,182.35,176.35,177.65,177.6,178.75,2534389,451661751.3,12-AUG-2021,20679,INE383A01012,
INDIAGLYCO,EQ,673,698.3,672.65,681.05,681,666.05,195079,133983786.7,12-AUG-2021,6419,INE560A01015,
INDIAMART,EQ,7200,7267.95,7150,7166.85,7175,7148.9,20792,150132795.05,12-AUG-2021,6744,INE933S01016,
INDIANB,EQ,128.5,132.95,128.5,130.95,131.4,128.4,2151476,281578023.05,12-AUG-2021,16110,INE562A01011,
INDIANCARD,BE,187,192,181.1,191.4,192,184.9,2654,496598.75,12-AUG-2021,44,INE061A01014,
INDIANHUME,EQ,209.3,229,209.05,224.5,225.5,209.8,157663,35094765.65,12-AUG-2021,7078,INE323C01030,
INDIGO,EQ,1643,1678.9,1637,1669.3,1671.95,1640.85,307770,510253901.65,12-AUG-2021,14205,INE646L01027,
INDIGOPNTS,EQ,2421,2449.4,2385,2422,2412.75,2417.1,26471,64119070.65,12-AUG-2021,7278,INE09VQ01012,
INDIGRID,IV,139.39,139.39,134.85,137.45,137,138.65,886270,120744642.58,12-AUG-2021,8585,INE219X23014,
INDIGRID,NB,950,950,950,950,950,1022,8,7600,12-AUG-2021,1,INE219X07181,
INDIGRID,NJ,1054.67,1054.67,1053.5,1053.5,1053.5,1053.99,320,337153.4,12-AUG-2021,4,INE219X07264,
INDIGRID,NL,1040,1040,1036.1,1036.1,1036.1,1040,34,35321,12-AUG-2021,2,INE219X07280,
INDLMETER,EQ,12.9,13.3,12.5,13.05,12.95,12.7,22868,294287.15,12-AUG-2021,108,INE065B01013,
INDNIPPON,EQ,357.75,368.9,355,365.2,367,353.7,55543,20139504.1,12-AUG-2021,3573,INE092B01025,
INDOCO,EQ,455.4,530.25,455.4,519.65,500,441.9,8219543,4186576757.75,12-AUG-2021,150783,INE873D01024,
INDORAMA,BE,50,52.35,50,52.35,52.35,49.9,26352,1373674.05,12-AUG-2021,142,INE156A01020,
INDOSOLAR,BZ,2.6,2.6,2.45,2.55,2.6,2.55,138739,350081.75,12-AUG-2021,224,INE866K01015,
INDOSTAR,EQ,345.15,348,338.35,343.3,342.05,340.5,76182,26084156.8,12-AUG-2021,3036,INE896L01010,
INDOTECH,BE,197.6,207.9,197.6,197.6,197.6,207.95,31162,6184168.05,12-AUG-2021,309,INE332H01014,
INDOTHAI,EQ,71.6,74.1,70.1,70.7,70.15,70.6,110545,7932379.8,12-AUG-2021,502,INE337M01013,
INDOWIND,BE,7,7.15,6.8,7.05,7.05,6.9,101992,718387.2,12-AUG-2021,275,INE227G01018,
INDRAMEDCO,EQ,75.6,78.7,75.6,78,77.75,75.6,273635,21232711.6,12-AUG-2021,4708,INE681B01017,
INDSWFTLAB,EQ,72.45,76.2,72.25,75,75,71.95,239723,17926107.35,12-AUG-2021,4451,INE915B01019,
INDSWFTLTD,BE,9.1,9.95,9.05,9.1,9.4,9.5,205912,1979414.4,12-AUG-2021,216,INE788B01028,
INDTERRAIN,EQ,38.4,41.9,38.35,41.85,41.9,38.1,819266,34091706.6,12-AUG-2021,2928,INE611L01021,
INDUSINDBK,EQ,1046.45,1047.15,1027.25,1035.35,1036.45,1041.2,2453701,2540450689.45,12-AUG-2021,57535,INE095A01012,
INDUSTOWER,EQ,213.2,215.5,212.15,214.1,214.3,213.1,1689583,361823814.3,12-AUG-2021,15150,INE121J01017,
INEOSSTYRO,EQ,1374.5,1440,1374.45,1408.4,1413,1374.55,92399,129500017.05,12-AUG-2021,8272,INE189B01011,
INFIBEAM,EQ,42.2,42.9,42.1,42.55,42.7,42,1580358,67218125.55,12-AUG-2021,5632,INE483S01020,
INFOBEAN,BE,360,396.55,360,396.55,396.55,377.7,61871,24097617.2,12-AUG-2021,1235,INE344S01016,
INFRABEES,EQ,468,473.12,464.55,467.43,468,464.81,1928,901780.91,12-AUG-2021,88,INF732E01268,
INFY,EQ,1679.15,1696.5,1674,1689.6,1684.95,1677.55,5659579,9551399367.55,12-AUG-2021,152218,INE009A01021,
INGERRAND,EQ,955,996,950.05,986.25,984.7,954.55,19617,19258366.6,12-AUG-2021,2034,INE177A01018,
INNOVANA,SM,170.65,170.65,170.65,170.65,170.65,179.6,117000,19966050,12-AUG-2021,24,INE403Y01018,
INNOVATIVE,SM,16,16,16,16,16,16.35,3000,48000,12-AUG-2021,1,INE070Y01015,
INOXLEISUR,EQ,315,328.15,315,325.55,324.6,318.7,669169,216654604.3,12-AUG-2021,12424,INE312H01016,
INOXWIND,EQ,124.1,129.3,124,127.15,127,125.5,300401,37929542.65,12-AUG-2021,4091,INE066P01011,
INSECTICID,EQ,768,785,755.3,762.6,760,758.85,39373,30357382.15,12-AUG-2021,2862,INE070I01018,
INSPIRISYS,BE,54.2,55.9,54.15,54.15,54.15,57,61618,3340425.9,12-AUG-2021,175,INE020G01017,
INTELLECT,EQ,660,685.3,653,681.5,685.05,653.95,630490,424921507.4,12-AUG-2021,19171,INE306R01017,
INTENTECH,EQ,81.4,84.55,79.4,79.4,79.4,83.55,320504,26332029.1,12-AUG-2021,4596,INE781A01025,
INVENTURE,EQ,3.15,3.25,3.1,3.2,3.25,3.15,2332793,7417806.3,12-AUG-2021,1179,INE878H01024,
IOB,EQ,19.3,21.65,19.25,21.3,21.35,19.35,21370560,443796322.9,12-AUG-2021,25017,INE565A01014,
IOC,EQ,104.65,105.5,103.75,104.1,104.15,104.65,8961763,937873299.55,12-AUG-2021,50140,INE242A01010,
IOLCP,EQ,648.4,664.6,645,656.05,655,642.6,348322,228151337.6,12-AUG-2021,9668,INE485C01011,
IPCALAB,EQ,2399.95,2409.9,2379.4,2387.2,2386,2413.25,149422,357135814.35,12-AUG-2021,13017,INE571A01020,
IPL,EQ,322.5,329.75,320.05,327.45,325.95,319,465933,151743645.75,12-AUG-2021,9733,INE0D6701023,
IRB,EQ,154.1,165.8,152.5,164.45,164.25,152.7,4270611,689879991.4,12-AUG-2021,34431,INE821I01014,
IRBINVIT,IV,57.06,57.36,56,56.26,56.2,57.36,570965,32243487.71,12-AUG-2021,1042,INE183W23014,
IRCON,EQ,42.55,44.85,42.45,44.1,44.2,42.35,6164774,269780069.1,12-AUG-2021,20191,INE962Y01021,
IRCTC,EQ,2593.95,2728.85,2572.25,2689.8,2694.95,2572.25,6068398,16134489744.85,12-AUG-2021,279896,INE335Y01012,
IREDA,N5,1393.7,1393.7,1393.7,1393.7,1393.7,1256.2,10,13937,12-AUG-2021,1,INE202E07138,
IRFC,EQ,23.15,24.1,23.05,23.95,23.95,23.05,13674855,324315767.45,12-AUG-2021,19906,INE053F01010,
IRFC,N2,1248.8,1248.8,1248.8,1248.8,1248.8,1247.85,3,3746.4,12-AUG-2021,1,INE053F07538,
IRFC,N9,1140,1192.2,1130,1160.1,1130.01,1144,47,54434.21,12-AUG-2021,5,INE053F07678,
IRFC,NE,1294,1300,1294,1298,1298,1293,188,243360,12-AUG-2021,5,INE053F07744,
IRFC,NJ,1268.73,1268.78,1264.55,1264.55,1264.55,1252.47,985,1248138.85,12-AUG-2021,20,INE053F07835,
IRFC,NO,1267.05,1267.5,1267,1267,1267,1268,110,139379,12-AUG-2021,10,INE053F07900,
IRISDOREME,BE,167.5,167.5,159.15,160.45,160,167.5,5658,917489.2,12-AUG-2021,54,INE01GN01017,
ISEC,EQ,695.1,713.4,686.3,707.9,711,693.05,623711,435684012,12-AUG-2021,18744,INE763G01038,
ISFT,EQ,117.35,127.4,116.55,123.9,123,115.85,113463,14132241.85,12-AUG-2021,2142,INE566K01011,
ISGEC,EQ,715,737.4,696,709.1,713,726.35,264404,190333845.25,12-AUG-2021,13289,INE858B01029,
ISMTLTD,BE,26,26.5,25,25.6,26,25.65,73879,1896930,12-AUG-2021,91,INE732F01019,
ITC,EQ,210.25,214.2,208.35,208.9,208.9,208.65,27692208,5822606324.55,12-AUG-2021,155350,INE154A01025,
ITDC,EQ,367.7,379.95,365.55,368.55,370,363.55,37372,13901059.2,12-AUG-2021,2521,INE353K01014,
ITDCEM,EQ,84.95,87.3,83.45,84.85,85.5,84.35,1058541,90603870.7,12-AUG-2021,10281,INE686A01026,
ITI,EQ,123.2,125.9,122.5,124.4,124.15,122.45,435678,54177001.95,12-AUG-2021,6738,INE248A01017,
IVC,EQ,6.7,6.85,6.3,6.85,6.85,6.55,590556,3916664.5,12-AUG-2021,937,INE050B01023,
IVP,EQ,122.6,122.8,118.25,119.85,120.9,117.35,31703,3774930,12-AUG-2021,111,INE043C01018,
IVZINGOLD,EQ,4238,4238,4201.3,4237.95,4237.95,4199,18,76149.1,12-AUG-2021,11,INF205K01361,
IVZINNIFTY,EQ,1770,1770,1769.25,1769.25,1769.25,1760,14,24779.25,12-AUG-2021,2,INF205K01DA9,
IWEL,BE,761,833,761,792.35,800,794.75,23046,18312929.35,12-AUG-2021,490,INE0FLR01028,
IZMO,EQ,103.9,108.85,101.8,108.85,108.85,103.7,234248,24897046.6,12-AUG-2021,2090,INE848A01014,
J&KBANK,EQ,35.4,37.25,35.05,36.9,36.85,34.8,3033755,110694416.6,12-AUG-2021,8424,INE168A01041,
JAGRAN,EQ,62.3,65.9,61.95,65.6,65.2,62.95,690021,44852214.4,12-AUG-2021,5668,INE199G01027,
JAGSNPHARM,EQ,179.75,184.9,178.3,181.5,181.3,178.45,57284,10447742.95,12-AUG-2021,1795,INE048B01027,
JAIBALAJI,EQ,63.6,64.1,62,62.9,63.5,62.35,209890,13227807.1,12-AUG-2021,916,INE091G01018,
JAICORPLTD,EQ,125.95,141.75,125.95,139.85,140.5,125.8,3397811,459668638.65,12-AUG-2021,31269,INE070D01027,
JAINSTUDIO,BZ,2.35,2.35,2.25,2.25,2.25,2.35,180,406,12-AUG-2021,5,INE486B01011,
JAIPURKURT,SM,49.8,49.8,49.8,49.8,49.8,47.45,35000,1743000,12-AUG-2021,6,INE696V01013,
JALAN,SM,8.55,8.55,8.55,8.55,8.55,8.15,171000,1462050,12-AUG-2021,11,INE349X01015,
JAMNAAUTO,EQ,86.4,88.25,85.5,86,86,85,319380,27741150.1,12-AUG-2021,5383,INE039C01032,
JASH,EQ,526.9,549.45,522.55,532.7,533.9,526.4,35173,18792081.2,12-AUG-2021,2895,INE039O01011,
JAYAGROGN,EQ,249.95,254.45,244.65,251.3,251,246.8,115196,28794529.05,12-AUG-2021,3205,INE785A01026,
JAYBARMARU,EQ,198,209,195.1,199.2,198.6,194,50021,10005754.55,12-AUG-2021,2558,INE571B01028,
JAYNECOIND,BE,23,23.45,22.2,23,23,22.45,292068,6780661.25,12-AUG-2021,258,INE854B01010,
JAYSREETEA,EQ,109.6,121,109.5,119,118.9,110.35,551654,64671283.45,12-AUG-2021,11029,INE364A01020,
JBCHEPHARM,EQ,1760,1800,1742.5,1783,1782.95,1751.2,85374,151619568.8,12-AUG-2021,7927,INE572A01028,
JBFIND,BE,29.7,32,29.7,30.5,31.8,31.25,1465133,44609106.4,12-AUG-2021,615,INE187A01017,
JBMA,EQ,489,495,480,482.2,483.1,483.8,53180,25850402.75,12-AUG-2021,2737,INE927D01028,
JCHAC,EQ,2178,2204.95,2178,2184.1,2180,2186,6931,15173883.3,12-AUG-2021,1735,INE782A01015,
JETAIRWAYS,BZ,78,80.15,76,79.35,79.95,78.55,61862,4907984.1,12-AUG-2021,1024,INE802G01018,
JETKNIT,SM,46,46,46,46,46,45.05,1500,69000,12-AUG-2021,1,INE564T01017,
JHS,EQ,29.7,29.75,28.3,29.15,28.75,29.25,524141,15221765.7,12-AUG-2021,3757,INE544H01014,
JINDALPHOT,EQ,84.4,93.3,84.4,93.3,93.3,84.85,31724,2933426.35,12-AUG-2021,380,INE796G01012,
JINDALPOLY,EQ,1041,1099,1030.55,1091.45,1091.95,1036.15,368872,396024399.45,12-AUG-2021,15632,INE197D01010,
JINDALSAW,EQ,130.4,131.75,128.2,129.8,129.5,129.4,2256765,293061328.75,12-AUG-2021,16294,INE324A01024,
JINDALSTEL,EQ,423,426.7,419.05,424.25,423.65,421.35,6466461,2736360630.7,12-AUG-2021,62597,INE749A01030,
JINDRILL,EQ,127.1,132.75,126.05,129.75,130.5,126.9,39217,5095750.35,12-AUG-2021,954,INE742C01031,
JINDWORLD,EQ,67.5,69.5,66.65,67.95,68.65,66.05,307675,20908820.55,12-AUG-2021,3697,INE247D01039,
JISLDVREQS,EQ,18.5,19.3,18.5,19.1,19,18.9,50526,958211.05,12-AUG-2021,226,IN9175A01010,
JISLJALEQS,EQ,31.25,32.5,31,31.7,31.4,30.8,2713483,86421373.55,12-AUG-2021,5322,INE175A01038,
JITFINFRA,BE,39.9,39.9,39.9,39.9,39.9,38,39734,1585386.6,12-AUG-2021,68,INE863T01013,
JIYAECO,BE,5.6,5.6,5.1,5.35,5.35,5.35,43889,228182.35,12-AUG-2021,140,INE023S01016,
JKCEMENT,EQ,3219.9,3244,3055.55,3124.25,3111.5,3221.1,66017,209464398.5,12-AUG-2021,7585,INE823G01014,
JKIL,EQ,211.1,221.95,211.1,215.3,215.35,208.85,549870,119693383.3,12-AUG-2021,12129,INE576I01022,
JKLAKSHMI,EQ,681.9,684.6,670.35,677.85,680.95,675.95,719240,488584049.7,12-AUG-2021,13139,INE786A01032,
JKPAPER,EQ,248.2,265.95,245.2,261.9,261.2,250.15,3616266,941935056.7,12-AUG-2021,40428,INE789E01012,
JKTYRE,EQ,145.6,161,145.6,157.45,161,144.8,4615566,706076435.85,12-AUG-2021,40468,INE573A01042,
JMA,EQ,64.8,65.6,62.65,65.1,65.5,63.65,51534,3302342.4,12-AUG-2021,791,INE412C01023,
JMCPROJECT,EQ,110.5,112.8,107,109.05,109.9,108.2,243999,26658579,12-AUG-2021,4523,INE890A01024,
JMFINANCIL,EQ,95.15,98,94.65,97.4,97.65,94.25,2107127,203282796.65,12-AUG-2021,12493,INE780C01023,
JMTAUTOLTD,EQ,2.55,2.65,2.55,2.6,2.6,2.6,536505,1385528.05,12-AUG-2021,631,INE988E01036,
JOCIL,EQ,236,243.55,233.8,241.85,242,230.85,49861,11970895.6,12-AUG-2021,1683,INE839G01010,
JPASSOCIAT,BE,9.4,10.25,9.35,10.15,10.2,9.8,10585848,103418677.75,12-AUG-2021,11455,INE455F01025,
JPINFRATEC,EQ,2.1,2.15,2.05,2.15,2.15,2.05,7203102,15352680.45,12-AUG-2021,1919,INE099J01015,
JPPOWER,EQ,4.3,4.6,4.2,4.6,4.6,4.4,141282222,617255919,12-AUG-2021,29867,INE351F01018,
JSL,EQ,152.3,158.4,150,155.05,154.8,151.6,2184589,338082419.15,12-AUG-2021,15725,INE220G01021,
JSLHISAR,EQ,279,287.8,278.5,282,281.8,276.35,693424,196347161.8,12-AUG-2021,8035,INE455T01018,
JSWENERGY,BE,231,239.75,230,239.45,239,228.35,2455798,581194017.05,12-AUG-2021,7843,INE121E01018,
JSWHL,EQ,4800.1,5133.25,4800.1,5026.65,4951,4910.25,765,3834054,12-AUG-2021,314,INE824G01012,
JSWISPL,BE,35,36.9,34.7,36.5,36.4,35.15,1771859,64331188.6,12-AUG-2021,3259,INE743C01021,
JSWSTEEL,EQ,753.05,754.3,741.4,748.9,747.7,749.1,3506281,2627398079.85,12-AUG-2021,67735,INE019A01038,
JTEKTINDIA,EQ,106,114.05,106,111.15,111.2,105.9,993491,110492742.45,12-AUG-2021,13650,INE643A01035,
JUBLFOOD,EQ,3675.25,3747.9,3615.8,3741.05,3737.9,3672.35,453419,1676261966.65,12-AUG-2021,28534,INE797F01012,
JUBLINDS,EQ,555,565.05,551,565.05,565.05,538.15,46979,26446262,12-AUG-2021,862,INE645L01011,
JUBLINGREA,EQ,710,717.4,681.2,689.05,688.55,698.1,2519799,1753566471.35,12-AUG-2021,51468,INE0BY001018,
JUBLPHARMA,EQ,670,674,652,659.65,657,666.15,261108,173278460.2,12-AUG-2021,9311,INE700A01033,
JUMPNET,EQ,9,9.1,8.75,8.95,9,8.75,804947,7212339.55,12-AUG-2021,789,INE974C01022,
JUNIORBEES,EQ,413,414.74,407,413.47,414,410.3,110726,45751982.02,12-AUG-2021,5203,INF732E01045,
JUSTDIAL,EQ,959.95,964,955.05,958.1,958.45,959.15,502986,482221142.3,12-AUG-2021,19619,INE599M01018,
JYOTHYLAB,EQ,167.2,169.9,165.3,168.6,169.9,167.2,289640,48488485.95,12-AUG-2021,6044,INE668F01031,
JYOTISTRUC,BZ,11.4,12.6,11.4,12.6,12.6,12,776890,9118662.8,12-AUG-2021,479,INE197A01024,
KABRAEXTRU,EQ,201,215,200.15,213.85,214.5,197.65,206611,43272933.8,12-AUG-2021,5870,INE900B01029,
